id,amount,category,ts,tier,date,hour,day_of_week,amount_z
4119,77.99,B,2024-06-20 15:00:00,medium,2024-06-20,15,Thursday,-0.7237
4120,80.63,C,2024-06-20 16:00:00,medium,2024-06-20,16,Thursday,-0.636
4121,121.98,A,2024-06-20 17:00:00,high,2024-06-20,17,Thursday,0.7385
4122,70.0,A,2024-06-20 18:00:00,medium,2024-06-20,18,Thursday,-0.9893
4123,110.7,A,2024-06-20 19:00:00,high,2024-06-20,19,Thursday,0.3636
4124,122.41,B,2024-06-20 20:00:00,high,2024-06-20,20,Thursday,0.7528
4125,97.35,A,2024-06-20 21:00:00,medium,2024-06-20,21,Thursday,-0.0802
4126,130.3,B,2024-06-20 22:00:00,high,2024-06-20,22,Thursday,1.0151
4127,90.87,B,2024-06-20 23:00:00,medium,2024-06-20,23,Thursday,-0.2956
4128,93.58,B,2024-06-21 00:00:00,medium,2024-06-21,0,Friday,-0.2055
4129,70.68,A,2024-06-21 01:00:00,medium,2024-06-21,1,Friday,-0.9667
4130,130.52,C,2024-06-21 02:00:00,high,2024-06-21,2,Friday,1.0224
4131,77.0,B,2024-06-21 03:00:00,medium,2024-06-21,3,Friday,-0.7566
4132,110.49,A,2024-06-21 04:00:00,high,2024-06-21,4,Friday,0.3566
4133,97.86,A,2024-06-21 05:00:00,medium,2024-06-21,5,Friday,-0.0632
4136,141.49,A,2024-06-21 08:00:00,high,2024-06-21,8,Friday,1.3871
4137,106.05,A,2024-06-21 09:00:00,high,2024-06-21,9,Friday,0.209
4138,69.73,A,2024-06-21 10:00:00,medium,2024-06-21,10,Friday,-0.9983
4139,109.16,A,2024-06-21 11:00:00,high,2024-06-21,11,Friday,0.3124
4140,95.62,B,2024-06-21 12:00:00,medium,2024-06-21,12,Friday,-0.1377
4141,203.62,C,2024-06-21 13:00:00,premium,2024-06-21,13,Friday,3.4523
4142,108.55,B,2024-06-21 14:00:00,high,2024-06-21,14,Friday,0.2921
4143,88.58,C,2024-06-21 15:00:00,medium,2024-06-21,15,Friday,-0.3717
4144,142.6,A,2024-06-21 16:00:00,high,2024-06-21,16,Friday,1.424
4145,44.77,B,2024-06-21 17:00:00,low,2024-06-21,17,Friday,-1.828
4146,102.83,C,2024-06-21 18:00:00,high,2024-06-21,18,Friday,0.102
4147,159.83,B,2024-06-21 19:00:00,premium,2024-06-21,19,Friday,1.9967
4148,96.51,C,2024-06-21 20:00:00,medium,2024-06-21,20,Friday,-0.1081
4149,48.0,A,2024-06-21 21:00:00,low,2024-06-21,21,Friday,-1.7206
4150,88.12,B,2024-06-21 22:00:00,medium,2024-06-21,22,Friday,-0.387
4151,143.64,B,2024-06-21 23:00:00,high,2024-06-21,23,Friday,1.4585
4152,111.28,A,2024-06-22 00:00:00,high,2024-06-22,0,Saturday,0.3829
4153,74.83,C,2024-06-22 01:00:00,medium,2024-06-22,1,Saturday,-0.8288
4154,79.44,A,2024-06-22 02:00:00,medium,2024-06-22,2,Saturday,-0.6755
4155,83.21,A,2024-06-22 03:00:00,medium,2024-06-22,3,Saturday,-0.5502
4156,110.84,C,2024-06-22 04:00:00,high,2024-06-22,4,Saturday,0.3682
4157,140.15,C,2024-06-22 05:00:00,high,2024-06-22,5,Saturday,1.3425
4158,131.57,C,2024-06-22 06:00:00,high,2024-06-22,6,Saturday,1.0573
4159,113.68,C,2024-06-22 07:00:00,high,2024-06-22,7,Saturday,0.4626
4160,60.05,A,2024-06-22 08:00:00,medium,2024-06-22,8,Saturday,-1.3201
4161,60.16,B,2024-06-22 09:00:00,medium,2024-06-22,9,Saturday,-1.3164
4163,59.64,A,2024-06-22 11:00:00,medium,2024-06-22,11,Saturday,-1.3337
4164,93.23,B,2024-06-22 12:00:00,medium,2024-06-22,12,Saturday,-0.2171
4166,65.87,A,2024-06-22 14:00:00,medium,2024-06-22,14,Saturday,-1.1266
4168,97.18,B,2024-06-22 16:00:00,medium,2024-06-22,16,Saturday,-0.0858
4169,115.11,C,2024-06-22 17:00:00,high,2024-06-22,17,Saturday,0.5102
4170,131.85,B,2024-06-22 18:00:00,high,2024-06-22,18,Saturday,1.0666
4171,118.21,B,2024-06-22 19:00:00,high,2024-06-22,19,Saturday,0.6132
4172,102.21,C,2024-06-22 20:00:00,high,2024-06-22,20,Saturday,0.0814
4173,77.61,A,2024-06-22 21:00:00,medium,2024-06-22,21,Saturday,-0.7364
4174,67.87,B,2024-06-22 22:00:00,medium,2024-06-22,22,Saturday,-1.0601
4178,37.0,B,2024-06-23 02:00:00,low,2024-06-23,2,Sunday,-2.0863
4179,76.43,B,2024-06-23 03:00:00,medium,2024-06-23,3,Sunday,-0.7756
4180,136.14,B,2024-06-23 04:00:00,high,2024-06-23,4,Sunday,1.2092
4181,102.38,B,2024-06-23 05:00:00,high,2024-06-23,5,Sunday,0.087
4182,57.49,B,2024-06-23 06:00:00,medium,2024-06-23,6,Sunday,-1.4052
4183,170.67,A,2024-06-23 07:00:00,premium,2024-06-23,7,Sunday,2.357
4184,99.13,A,2024-06-23 08:00:00,medium,2024-06-23,8,Sunday,-0.021
4185,111.53,B,2024-06-23 09:00:00,high,2024-06-23,9,Sunday,0.3912
4186,111.99,A,2024-06-23 10:00:00,high,2024-06-23,10,Sunday,0.4065
4187,88.97,A,2024-06-23 11:00:00,medium,2024-06-23,11,Sunday,-0.3588
4188,78.17,A,2024-06-23 12:00:00,medium,2024-06-23,12,Sunday,-0.7178
4189,163.65,C,2024-06-23 13:00:00,premium,2024-06-23,13,Sunday,2.1237
4191,124.66,B,2024-06-23 15:00:00,high,2024-06-23,15,Sunday,0.8276
4193,69.9,C,2024-06-23 17:00:00,medium,2024-06-23,17,Sunday,-0.9927
4194,138.33,A,2024-06-23 18:00:00,high,2024-06-23,18,Sunday,1.282
4195,74.71,A,2024-06-23 19:00:00,medium,2024-06-23,19,Sunday,-0.8328
4196,108.5,A,2024-06-23 20:00:00,high,2024-06-23,20,Sunday,0.2904
4197,50.82,A,2024-06-23 21:00:00,medium,2024-06-23,21,Sunday,-1.6269
4198,38.77,B,2024-06-23 22:00:00,low,2024-06-23,22,Sunday,-2.0275
4199,109.55,A,2024-06-23 23:00:00,high,2024-06-23,23,Sunday,0.3253
4201,40.32,B,2024-06-24 01:00:00,low,2024-06-24,1,Monday,-1.9759
4202,116.22,A,2024-06-24 02:00:00,high,2024-06-24,2,Monday,0.5471
4205,92.28,C,2024-06-24 05:00:00,medium,2024-06-24,5,Monday,-0.2487
4206,100.27,C,2024-06-24 06:00:00,high,2024-06-24,6,Monday,0.0169
4208,133.66,B,2024-06-24 08:00:00,high,2024-06-24,8,Monday,1.1268
4209,89.69,C,2024-06-24 09:00:00,medium,2024-06-24,9,Monday,-0.3348
4210,101.03,A,2024-06-24 10:00:00,high,2024-06-24,10,Monday,0.0421
4211,109.02,B,2024-06-24 11:00:00,high,2024-06-24,11,Monday,0.3077
4212,116.62,B,2024-06-24 12:00:00,high,2024-06-24,12,Monday,0.5604
4213,96.01,A,2024-06-24 13:00:00,medium,2024-06-24,13,Monday,-0.1247
4214,96.4,A,2024-06-24 14:00:00,medium,2024-06-24,14,Monday,-0.1118
4215,141.39,A,2024-06-24 15:00:00,high,2024-06-24,15,Monday,1.3837
4216,136.29,A,2024-06-24 16:00:00,high,2024-06-24,16,Monday,1.2142
4217,114.32,A,2024-06-24 17:00:00,high,2024-06-24,17,Monday,0.4839
4218,151.57,B,2024-06-24 18:00:00,premium,2024-06-24,18,Monday,1.7221
4219,88.41,C,2024-06-24 19:00:00,medium,2024-06-24,19,Monday,-0.3774
4220,148.69,B,2024-06-24 20:00:00,high,2024-06-24,20,Monday,1.6264
4221,116.28,B,2024-06-24 21:00:00,high,2024-06-24,21,Monday,0.5491
4222,198.13,A,2024-06-24 22:00:00,premium,2024-06-24,22,Monday,3.2698
4223,64.23,C,2024-06-24 23:00:00,medium,2024-06-24,23,Monday,-1.1811
4224,79.32,A,2024-06-25 00:00:00,medium,2024-06-25,0,Tuesday,-0.6795
4225,112.56,A,2024-06-25 01:00:00,high,2024-06-25,1,Tuesday,0.4254
4226,111.92,B,2024-06-25 02:00:00,high,2024-06-25,2,Tuesday,0.4041
4229,127.15,C,2024-06-25 05:00:00,high,2024-06-25,5,Tuesday,0.9104
4230,134.87,C,2024-06-25 06:00:00,high,2024-06-25,6,Tuesday,1.167
4231,121.14,B,2024-06-25 07:00:00,high,2024-06-25,7,Tuesday,0.7106
4232,71.17,B,2024-06-25 08:00:00,medium,2024-06-25,8,Tuesday,-0.9504
4233,142.23,A,2024-06-25 09:00:00,high,2024-06-25,9,Tuesday,1.4117
4234,136.88,A,2024-06-25 10:00:00,high,2024-06-25,10,Tuesday,1.2338
4237,106.78,A,2024-06-25 13:00:00,high,2024-06-25,13,Tuesday,0.2333
4238,97.64,A,2024-06-25 14:00:00,medium,2024-06-25,14,Tuesday,-0.0706
4239,119.22,A,2024-06-25 15:00:00,high,2024-06-25,15,Tuesday,0.6468
4240,100.93,B,2024-06-25 16:00:00,high,2024-06-25,16,Tuesday,0.0388
4241,74.54,A,2024-06-25 17:00:00,medium,2024-06-25,17,Tuesday,-0.8384
4242,68.54,B,2024-06-25 18:00:00,medium,2024-06-25,18,Tuesday,-1.0379
4243,77.44,A,2024-06-25 19:00:00,medium,2024-06-25,19,Tuesday,-0.742
4244,106.66,A,2024-06-25 20:00:00,high,2024-06-25,20,Tuesday,0.2293
4245,99.19,A,2024-06-25 21:00:00,medium,2024-06-25,21,Tuesday,-0.019
4246,106.46,C,2024-06-25 22:00:00,high,2024-06-25,22,Tuesday,0.2226
4247,115.02,A,2024-06-25 23:00:00,high,2024-06-25,23,Tuesday,0.5072
4248,81.18,B,2024-06-26 00:00:00,medium,2024-06-26,0,Wednesday,-0.6177
4249,143.97,B,2024-06-26 01:00:00,high,2024-06-26,1,Wednesday,1.4695
4250,91.97,C,2024-06-26 02:00:00,medium,2024-06-26,2,Wednesday,-0.259
4251,87.0,A,2024-06-26 03:00:00,medium,2024-06-26,3,Wednesday,-0.4242
4252,114.47,C,2024-06-26 04:00:00,high,2024-06-26,4,Wednesday,0.4889
4253,44.9,A,2024-06-26 05:00:00,low,2024-06-26,5,Wednesday,-1.8237
4254,76.28,B,2024-06-26 06:00:00,medium,2024-06-26,6,Wednesday,-0.7806
4255,129.43,B,2024-06-26 07:00:00,high,2024-06-26,7,Wednesday,0.9862
4258,145.33,C,2024-06-26 10:00:00,high,2024-06-26,10,Wednesday,1.5147
4260,108.75,A,2024-06-26 12:00:00,high,2024-06-26,12,Wednesday,0.2988
4261,133.57,B,2024-06-26 13:00:00,high,2024-06-26,13,Wednesday,1.1238
4262,86.0,A,2024-06-26 14:00:00,medium,2024-06-26,14,Wednesday,-0.4575
4263,126.03,A,2024-06-26 15:00:00,high,2024-06-26,15,Wednesday,0.8732
4264,79.87,B,2024-06-26 16:00:00,medium,2024-06-26,16,Wednesday,-0.6612
4265,85.67,C,2024-06-26 17:00:00,medium,2024-06-26,17,Wednesday,-0.4684
4266,76.02,C,2024-06-26 18:00:00,medium,2024-06-26,18,Wednesday,-0.7892
4267,110.28,C,2024-06-26 19:00:00,high,2024-06-26,19,Wednesday,0.3496
4268,134.74,B,2024-06-26 20:00:00,high,2024-06-26,20,Wednesday,1.1627
4270,61.86,C,2024-06-26 22:00:00,medium,2024-06-26,22,Wednesday,-1.2599
4271,67.52,C,2024-06-26 23:00:00,medium,2024-06-26,23,Wednesday,-1.0718
4272,111.84,A,2024-06-27 00:00:00,high,2024-06-27,0,Thursday,0.4015
4273,155.32,B,2024-06-27 01:00:00,premium,2024-06-27,1,Thursday,1.8468
4274,111.81,C,2024-06-27 02:00:00,high,2024-06-27,2,Thursday,0.4005
4276,122.99,A,2024-06-27 04:00:00,high,2024-06-27,4,Thursday,0.7721
4277,92.82,A,2024-06-27 05:00:00,medium,2024-06-27,5,Thursday,-0.2308
4278,88.65,A,2024-06-27 06:00:00,medium,2024-06-27,6,Thursday,-0.3694
4279,71.25,A,2024-06-27 07:00:00,medium,2024-06-27,7,Thursday,-0.9478
4280,142.25,C,2024-06-27 08:00:00,high,2024-06-27,8,Thursday,1.4123
4281,23.82,A,2024-06-27 09:00:00,low,2024-06-27,9,Thursday,-2.5244
4282,123.94,A,2024-06-27 10:00:00,high,2024-06-27,10,Thursday,0.8037
4283,86.09,C,2024-06-27 11:00:00,medium,2024-06-27,11,Thursday,-0.4545
4284,87.69,B,2024-06-27 12:00:00,medium,2024-06-27,12,Thursday,-0.4013
4285,150.77,A,2024-06-27 13:00:00,premium,2024-06-27,13,Thursday,1.6955
4286,78.58,B,2024-06-27 14:00:00,medium,2024-06-27,14,Thursday,-0.7041
4289,112.42,C,2024-06-27 17:00:00,high,2024-06-27,17,Thursday,0.4207
4291,52.78,A,2024-06-27 19:00:00,medium,2024-06-27,19,Thursday,-1.5617
4292,74.03,C,2024-06-27 20:00:00,medium,2024-06-27,20,Thursday,-0.8554
4293,138.44,B,2024-06-27 21:00:00,high,2024-06-27,21,Thursday,1.2857
4294,102.24,C,2024-06-27 22:00:00,high,2024-06-27,22,Thursday,0.0824
4295,113.53,B,2024-06-27 23:00:00,high,2024-06-27,23,Thursday,0.4576
4296,92.16,A,2024-06-28 00:00:00,medium,2024-06-28,0,Friday,-0.2527
4297,80.22,A,2024-06-28 01:00:00,medium,2024-06-28,1,Friday,-0.6496
4298,150.33,C,2024-06-28 02:00:00,premium,2024-06-28,2,Friday,1.6809
4299,94.35,C,2024-06-28 03:00:00,medium,2024-06-28,3,Friday,-0.1799
4300,86.7,A,2024-06-28 04:00:00,medium,2024-06-28,4,Friday,-0.4342
4301,132.88,B,2024-06-28 05:00:00,high,2024-06-28,5,Friday,1.1009
4302,78.33,C,2024-06-28 06:00:00,medium,2024-06-28,6,Friday,-0.7124
4303,82.16,B,2024-06-28 07:00:00,medium,2024-06-28,7,Friday,-0.5851
4304,100.31,A,2024-06-28 08:00:00,high,2024-06-28,8,Friday,0.0182
4305,100.01,C,2024-06-28 09:00:00,high,2024-06-28,9,Friday,0.0082
4306,107.79,B,2024-06-28 10:00:00,high,2024-06-28,10,Friday,0.2668
4307,162.75,C,2024-06-28 11:00:00,premium,2024-06-28,11,Friday,2.0938
4308,110.09,B,2024-06-28 12:00:00,high,2024-06-28,12,Friday,0.3433
4309,28.66,C,2024-06-28 13:00:00,low,2024-06-28,13,Friday,-2.3635
4310,109.79,A,2024-06-28 14:00:00,high,2024-06-28,14,Friday,0.3333
4312,101.3,A,2024-06-28 16:00:00,high,2024-06-28,16,Friday,0.0511
4313,107.38,C,2024-06-28 17:00:00,high,2024-06-28,17,Friday,0.2532
4314,99.14,C,2024-06-28 18:00:00,medium,2024-06-28,18,Friday,-0.0207
4315,98.42,B,2024-06-28 19:00:00,medium,2024-06-28,19,Friday,-0.0446
4316,118.39,B,2024-06-28 20:00:00,high,2024-06-28,20,Friday,0.6192
4317,83.74,A,2024-06-28 21:00:00,medium,2024-06-28,21,Friday,-0.5326
4318,71.57,B,2024-06-28 22:00:00,medium,2024-06-28,22,Friday,-0.9371
4319,190.71,B,2024-06-28 23:00:00,premium,2024-06-28,23,Friday,3.0232
4320,78.52,A,2024-06-29 00:00:00,medium,2024-06-29,0,Saturday,-0.7061
4321,103.0,A,2024-06-29 01:00:00,high,2024-06-29,1,Saturday,0.1076
4323,103.49,A,2024-06-29 03:00:00,high,2024-06-29,3,Saturday,0.1239
4324,72.0,A,2024-06-29 04:00:00,medium,2024-06-29,4,Saturday,-0.9229
4325,86.73,A,2024-06-29 05:00:00,medium,2024-06-29,5,Saturday,-0.4332
4326,131.35,B,2024-06-29 06:00:00,high,2024-06-29,6,Saturday,1.05
4327,114.16,B,2024-06-29 07:00:00,high,2024-06-29,7,Saturday,0.4786
4328,117.05,C,2024-06-29 08:00:00,high,2024-06-29,8,Saturday,0.5747
4329,46.86,B,2024-06-29 09:00:00,low,2024-06-29,9,Saturday,-1.7585
4330,155.11,A,2024-06-29 10:00:00,premium,2024-06-29,10,Saturday,1.8398
4331,64.24,B,2024-06-29 11:00:00,medium,2024-06-29,11,Saturday,-1.1808
4332,145.86,A,2024-06-29 12:00:00,high,2024-06-29,12,Saturday,1.5323
4333,130.65,C,2024-06-29 13:00:00,high,2024-06-29,13,Saturday,1.0267
4334,117.32,A,2024-06-29 14:00:00,high,2024-06-29,14,Saturday,0.5836
4335,74.35,A,2024-06-29 15:00:00,medium,2024-06-29,15,Saturday,-0.8447
4336,104.55,B,2024-06-29 16:00:00,high,2024-06-29,16,Saturday,0.1591
4337,85.87,A,2024-06-29 17:00:00,medium,2024-06-29,17,Saturday,-0.4618
4338,100.87,B,2024-06-29 18:00:00,high,2024-06-29,18,Saturday,0.0368
4339,92.5,B,2024-06-29 19:00:00,medium,2024-06-29,19,Saturday,-0.2414
4341,133.65,A,2024-06-29 21:00:00,high,2024-06-29,21,Saturday,1.1265
4342,97.57,B,2024-06-29 22:00:00,medium,2024-06-29,22,Saturday,-0.0729
4343,85.46,C,2024-06-29 23:00:00,medium,2024-06-29,23,Saturday,-0.4754
4344,83.19,A,2024-06-30 00:00:00,medium,2024-06-30,0,Sunday,-0.5509
4345,110.75,B,2024-06-30 01:00:00,high,2024-06-30,1,Sunday,0.3652
4346,73.19,C,2024-06-30 02:00:00,medium,2024-06-30,2,Sunday,-0.8833
4347,32.34,C,2024-06-30 03:00:00,low,2024-06-30,3,Sunday,-2.2412
4349,115.57,C,2024-06-30 05:00:00,high,2024-06-30,5,Sunday,0.5255
4350,94.01,A,2024-06-30 06:00:00,medium,2024-06-30,6,Sunday,-0.1912
4352,102.67,A,2024-06-30 08:00:00,high,2024-06-30,8,Sunday,0.0966
4353,56.06,B,2024-06-30 09:00:00,medium,2024-06-30,9,Sunday,-1.4527
4354,69.18,C,2024-06-30 10:00:00,medium,2024-06-30,10,Sunday,-1.0166
4355,77.48,C,2024-06-30 11:00:00,medium,2024-06-30,11,Sunday,-0.7407
4357,89.12,A,2024-06-30 13:00:00,medium,2024-06-30,13,Sunday,-0.3538
4358,86.56,C,2024-06-30 14:00:00,medium,2024-06-30,14,Sunday,-0.4389
4359,158.64,A,2024-06-30 15:00:00,premium,2024-06-30,15,Sunday,1.9571
4360,110.57,C,2024-06-30 16:00:00,high,2024-06-30,16,Sunday,0.3593
4361,110.17,C,2024-06-30 17:00:00,high,2024-06-30,17,Sunday,0.346
4362,88.91,A,2024-06-30 18:00:00,medium,2024-06-30,18,Sunday,-0.3607
4363,82.11,C,2024-06-30 19:00:00,medium,2024-06-30,19,Sunday,-0.5868
4364,34.41,B,2024-06-30 20:00:00,low,2024-06-30,20,Sunday,-2.1724
4365,129.06,B,2024-06-30 21:00:00,high,2024-06-30,21,Sunday,0.9739
4367,94.63,B,2024-06-30 23:00:00,medium,2024-06-30,23,Sunday,-0.1706
4368,95.88,B,2024-07-01 00:00:00,medium,2024-07-01,0,Monday,-0.1291
4369,122.08,A,2024-07-01 01:00:00,high,2024-07-01,1,Monday,0.7419
4370,53.36,A,2024-07-01 02:00:00,medium,2024-07-01,2,Monday,-1.5425
4371,82.3,A,2024-07-01 03:00:00,medium,2024-07-01,3,Monday,-0.5805
4372,65.91,A,2024-07-01 04:00:00,medium,2024-07-01,4,Monday,-1.1253
4373,153.15,A,2024-07-01 05:00:00,premium,2024-07-01,5,Monday,1.7747
4374,126.27,B,2024-07-01 06:00:00,high,2024-07-01,6,Monday,0.8811
4375,33.92,B,2024-07-01 07:00:00,low,2024-07-01,7,Monday,-2.1887
4376,54.59,A,2024-07-01 08:00:00,medium,2024-07-01,8,Monday,-1.5016
4377,96.03,B,2024-07-01 09:00:00,medium,2024-07-01,9,Monday,-0.1241
4379,60.27,A,2024-07-01 11:00:00,medium,2024-07-01,11,Monday,-1.3128
4380,158.34,B,2024-07-01 12:00:00,premium,2024-07-01,12,Monday,1.9472
4382,114.24,B,2024-07-01 14:00:00,high,2024-07-01,14,Monday,0.4812
4383,79.24,C,2024-07-01 15:00:00,medium,2024-07-01,15,Monday,-0.6822
4384,121.67,A,2024-07-01 16:00:00,high,2024-07-01,16,Monday,0.7282
4386,91.5,C,2024-07-01 18:00:00,medium,2024-07-01,18,Monday,-0.2747
4387,118.33,A,2024-07-01 19:00:00,high,2024-07-01,19,Monday,0.6172
4388,51.13,C,2024-07-01 20:00:00,medium,2024-07-01,20,Monday,-1.6166
4389,147.91,B,2024-07-01 21:00:00,high,2024-07-01,21,Monday,1.6005
4390,105.47,A,2024-07-01 22:00:00,high,2024-07-01,22,Monday,0.1897
4391,138.43,C,2024-07-01 23:00:00,high,2024-07-01,23,Monday,1.2853
4392,67.74,B,2024-07-02 00:00:00,medium,2024-07-02,0,Tuesday,-1.0645
4393,72.31,A,2024-07-02 01:00:00,medium,2024-07-02,1,Tuesday,-0.9125
4395,107.51,B,2024-07-02 03:00:00,high,2024-07-02,3,Tuesday,0.2575
4396,101.98,C,2024-07-02 04:00:00,high,2024-07-02,4,Tuesday,0.0737
4397,86.07,A,2024-07-02 05:00:00,medium,2024-07-02,5,Tuesday,-0.4552
4398,69.58,A,2024-07-02 06:00:00,medium,2024-07-02,6,Tuesday,-1.0033
4399,62.0,C,2024-07-02 07:00:00,medium,2024-07-02,7,Tuesday,-1.2553
4400,98.55,B,2024-07-02 08:00:00,medium,2024-07-02,8,Tuesday,-0.0403
4401,86.03,A,2024-07-02 09:00:00,medium,2024-07-02,9,Tuesday,-0.4565
4402,79.43,C,2024-07-02 10:00:00,medium,2024-07-02,10,Tuesday,-0.6759
4403,146.41,B,2024-07-02 11:00:00,high,2024-07-02,11,Tuesday,1.5506
4404,97.53,A,2024-07-02 12:00:00,medium,2024-07-02,12,Tuesday,-0.0742
4405,138.1,C,2024-07-02 13:00:00,high,2024-07-02,13,Tuesday,1.2744
4406,84.0,B,2024-07-02 14:00:00,medium,2024-07-02,14,Tuesday,-0.524
4407,107.34,B,2024-07-02 15:00:00,high,2024-07-02,15,Tuesday,0.2519
4408,98.34,C,2024-07-02 16:00:00,medium,2024-07-02,16,Tuesday,-0.0473
4409,49.07,B,2024-07-02 17:00:00,low,2024-07-02,17,Tuesday,-1.6851
4411,95.95,C,2024-07-02 19:00:00,medium,2024-07-02,19,Tuesday,-0.1267
4412,122.39,A,2024-07-02 20:00:00,high,2024-07-02,20,Tuesday,0.7522
4413,77.44,B,2024-07-02 21:00:00,medium,2024-07-02,21,Tuesday,-0.742
4415,73.99,C,2024-07-02 23:00:00,medium,2024-07-02,23,Tuesday,-0.8567
4416,137.08,A,2024-07-03 00:00:00,high,2024-07-03,0,Wednesday,1.2405
4417,109.34,A,2024-07-03 01:00:00,high,2024-07-03,1,Wednesday,0.3184
4418,111.01,A,2024-07-03 02:00:00,high,2024-07-03,2,Wednesday,0.3739
4419,140.75,C,2024-07-03 03:00:00,high,2024-07-03,3,Wednesday,1.3625
4421,122.96,C,2024-07-03 05:00:00,high,2024-07-03,5,Wednesday,0.7711
4422,57.35,A,2024-07-03 06:00:00,medium,2024-07-03,6,Wednesday,-1.4098
4423,79.13,C,2024-07-03 07:00:00,medium,2024-07-03,7,Wednesday,-0.6858
4424,69.88,A,2024-07-03 08:00:00,medium,2024-07-03,8,Wednesday,-0.9933
4425,121.83,B,2024-07-03 09:00:00,high,2024-07-03,9,Wednesday,0.7335
4426,105.12,A,2024-07-03 10:00:00,high,2024-07-03,10,Wednesday,0.1781
4427,58.28,B,2024-07-03 11:00:00,medium,2024-07-03,11,Wednesday,-1.3789
4428,94.34,B,2024-07-03 12:00:00,medium,2024-07-03,12,Wednesday,-0.1802
4429,55.18,A,2024-07-03 13:00:00,medium,2024-07-03,13,Wednesday,-1.482
4430,98.41,A,2024-07-03 14:00:00,medium,2024-07-03,14,Wednesday,-0.045
4431,50.34,C,2024-07-03 15:00:00,medium,2024-07-03,15,Wednesday,-1.6429
4432,115.86,A,2024-07-03 16:00:00,high,2024-07-03,16,Wednesday,0.5351
4433,111.34,B,2024-07-03 17:00:00,high,2024-07-03,17,Wednesday,0.3848
4434,157.24,A,2024-07-03 18:00:00,premium,2024-07-03,18,Wednesday,1.9106
4435,125.44,A,2024-07-03 19:00:00,high,2024-07-03,19,Wednesday,0.8535
4436,87.31,A,2024-07-03 20:00:00,medium,2024-07-03,20,Wednesday,-0.4139
4437,124.54,C,2024-07-03 21:00:00,high,2024-07-03,21,Wednesday,0.8236
4438,58.07,B,2024-07-03 22:00:00,medium,2024-07-03,22,Wednesday,-1.3859
4439,71.13,A,2024-07-03 23:00:00,medium,2024-07-03,23,Wednesday,-0.9518
4440,109.99,C,2024-07-04 00:00:00,high,2024-07-04,0,Thursday,0.34
4441,35.25,A,2024-07-04 01:00:00,low,2024-07-04,1,Thursday,-2.1445
4442,98.89,C,2024-07-04 02:00:00,medium,2024-07-04,2,Thursday,-0.029
4443,69.39,A,2024-07-04 03:00:00,medium,2024-07-04,3,Thursday,-1.0096
4445,67.67,A,2024-07-04 05:00:00,medium,2024-07-04,5,Thursday,-1.0668
4446,112.73,B,2024-07-04 06:00:00,high,2024-07-04,6,Thursday,0.4311
4447,100.58,B,2024-07-04 07:00:00,high,2024-07-04,7,Thursday,0.0272
4448,142.01,B,2024-07-04 08:00:00,high,2024-07-04,8,Thursday,1.4044
4449,100.2,C,2024-07-04 09:00:00,high,2024-07-04,9,Thursday,0.0145
4450,76.94,A,2024-07-04 10:00:00,medium,2024-07-04,10,Thursday,-0.7586
4451,92.59,B,2024-07-04 11:00:00,medium,2024-07-04,11,Thursday,-0.2384
4452,59.67,C,2024-07-04 12:00:00,medium,2024-07-04,12,Thursday,-1.3327
4453,112.18,C,2024-07-04 13:00:00,high,2024-07-04,13,Thursday,0.4128
4454,117.7,B,2024-07-04 14:00:00,high,2024-07-04,14,Thursday,0.5963
4455,174.08,B,2024-07-04 15:00:00,premium,2024-07-04,15,Thursday,2.4704
4456,81.34,C,2024-07-04 16:00:00,medium,2024-07-04,16,Thursday,-0.6124
4457,91.97,C,2024-07-04 17:00:00,medium,2024-07-04,17,Thursday,-0.259
4458,82.73,C,2024-07-04 18:00:00,medium,2024-07-04,18,Thursday,-0.5662
4459,106.36,C,2024-07-04 19:00:00,high,2024-07-04,19,Thursday,0.2193
4460,111.45,B,2024-07-04 20:00:00,high,2024-07-04,20,Thursday,0.3885
4461,98.4,B,2024-07-04 21:00:00,medium,2024-07-04,21,Thursday,-0.0453
4462,132.59,B,2024-07-04 22:00:00,high,2024-07-04,22,Thursday,1.0912
4463,81.49,A,2024-07-04 23:00:00,medium,2024-07-04,23,Thursday,-0.6074
4464,129.59,C,2024-07-05 00:00:00,high,2024-07-05,0,Friday,0.9915
4465,116.15,B,2024-07-05 01:00:00,high,2024-07-05,1,Friday,0.5447
4466,99.64,A,2024-07-05 02:00:00,medium,2024-07-05,2,Friday,-0.0041
4467,90.55,B,2024-07-05 03:00:00,medium,2024-07-05,3,Friday,-0.3062
4468,172.8,A,2024-07-05 04:00:00,premium,2024-07-05,4,Friday,2.4278
4469,75.49,A,2024-07-05 05:00:00,medium,2024-07-05,5,Friday,-0.8068
4470,108.94,B,2024-07-05 06:00:00,high,2024-07-05,6,Friday,0.3051
4471,77.49,C,2024-07-05 07:00:00,medium,2024-07-05,7,Friday,-0.7404
4472,153.57,B,2024-07-05 08:00:00,premium,2024-07-05,8,Friday,1.7886
4473,126.6,A,2024-07-05 09:00:00,high,2024-07-05,9,Friday,0.8921
4474,79.65,B,2024-07-05 10:00:00,medium,2024-07-05,10,Friday,-0.6686
4475,115.38,A,2024-07-05 11:00:00,high,2024-07-05,11,Friday,0.5191
4477,84.5,A,2024-07-05 13:00:00,medium,2024-07-05,13,Friday,-0.5073
4478,122.74,C,2024-07-05 14:00:00,high,2024-07-05,14,Friday,0.7638
